State,Year,Station,Men,Women,MenN,WomenN
JAL,2016,spring,16,22,4.4436532273e-06,5.86660252515e-06
JAL,2016,winter,8,10,2.22182661365e-06,2.66663751143e-06
MEX,2008,fall,6,11,8.11141186424e-07,1.41408604534e-06
MEX,2008,spring,1,0,1.35190197737e-07,0.0
MEX,2008,summer,1,0,1.35190197737e-07,0.0
MEX,2008,winter,1,2,1.35190197737e-07,2.5710655369699995e-07
MEX,2009,fall,13,22,1.75747257058e-06,2.82817209067e-06
MEX,2009,spring,6,5,8.11141186424e-07,6.42766384244e-07
MEX,2009,summer,7,11,9.463313841610001e-07,1.41408604534e-06
MEX,2009,winter,6,0,8.11141186424e-07,0.0
MEX,2010,fall,4,4,5.40760790949e-07,5.142131073949999e-07
MEX,2010,spring,2,3,2.70380395475e-07,3.85659830546e-07
MEX,2010,summer,2,4,2.70380395475e-07,5.142131073949999e-07
MEX,2010,winter,1,0,1.35190197737e-07,0.0
MEX,2011,fall,1,1,1.35190197737e-07,1.28553276849e-07
MEX,2011,spring,0,1,0.0,1.28553276849e-07
MEX,2011,summer,1,0,1.35190197737e-07,0.0
MEX,2011,winter,2,2,2.70380395475e-07,2.5710655369699995e-07
MEX,2012,fall,9,16,1.2167117796399999e-06,2.0568524295799997e-06
MEX,2012,spring,0,1,0.0,1.28553276849e-07
MEX,2012,summer,7,9,9.463313841610001e-07,1.15697949164e-06
MEX,2012,winter,7,17,9.463313841610001e-07,2.18540570643e-06
MEX,2013,fall,1,1,1.35190197737e-07,1.28553276849e-07
MEX,2013,spring,0,1,0.0,1.28553276849e-07
MEX,2013,summer,1,0,1.35190197737e-07,0.0
MEX,2013,winter,2,2,2.70380395475e-07,2.5710655369699995e-07
MEX,2014,fall,0,0,0.0,0.0
MEX,2014,spring,78,0,1.05448354235e-05,0.0
MEX,2014,summer,0,0,0.0,0.0
MEX,2014,winter,0,0,0.0,0.0
MEX,2015,fall,3,3,4.05570593212e-07,3.85659830546e-07
MEX,2015,spring,0,0,0.0,0.0
MEX,2015,summer,6,7,8.11141186424e-07,8.99872937941e-07
MEX,2015,winter,0,0,0.0,0.0
MEX,2016,spring,11,12,1.48709217511e-06,1.54263932218e-06
MEX,2016,winter,6,5,8.11141186424e-07,6.42766384244e-07
MIC,2008,fall,79,88,3.75813052511e-05,3.91297542651e-05
MIC,2008,spring,66,108,3.139703983e-05,4.80228802345e-05
MIC,2008,summer,27,28,1.28442435668e-05,1.24503763571e-05
MIC,2008,winter,17,18,8.08711631985e-06,8.003813372419999e-06
MIC,2009,fall,189,347,8.99097049677e-05,0.00015429573556799997
MIC,2009,spring,46,58,2.18827853361e-05,2.57900653111e-05
MIC,2009,summer,82,77,3.90084434252e-05,3.4238534982000004e-05
MIC,2009,winter,70,58,3.32998907288e-05,2.57900653111e-05
MIC,2010,fall,32,38,1.52228071903e-05,1.68969393418e-05
MIC,2010,spring,17,18,8.08711631985e-06,8.003813372419999e-06
MIC,2010,summer,13,18,6.18426542106e-06,8.003813372419999e-06
MIC,2010,winter,29,26,1.37956690162e-05,1.15610637602e-05
MIC,2011,fall,27,33,1.28442435668e-05,1.46736578494e-05
MIC,2011,spring,17,13,8.08711631985e-06,5.78053188008e-06
MIC,2011,summer,23,24,1.0941392668e-05,1.06717511632e-05
MIC,2011,winter,59,56,2.80670507571e-05,2.49007527142e-05
MIC,2012,fall,49,62,2.33099235102e-05,2.7568690504999998e-05
MIC,2012,spring,19,14,9.03854176924e-06,6.22518817855e-06
MIC,2012,summer,24,23,1.14171053927e-05,1.02270948648e-05
MIC,2012,winter,21,15,9.989967218639999e-06,6.66984447701e-06
MIC,2013,fall,27,33,1.28442435668e-05,1.46736578494e-05
MIC,2013,spring,17,13,8.08711631985e-06,5.78053188008e-06
MIC,2013,summer,23,24,1.0941392668e-05,1.06717511632e-05
MIC,2013,winter,59,56,2.80670507571e-05,2.49007527142e-05
MIC,2014,fall,28,29,1.33199562915e-05,1.28950326556e-05
MIC,2014,spring,5,8,2.37856362348e-06,3.55725038774e-06
MIC,2014,summer,33,33,1.5698519915e-05,1.46736578494e-05
MIC,2014,winter,6,13,2.85427634818e-06,5.78053188008e-06
MIC,2015,fall,55,126,2.61641998583e-05,5.60266936069e-05
MIC,2015,spring,16,23,7.61140359515e-06,1.02270948648e-05
MIC,2015,summer,67,84,3.18727525547e-05,3.73511290713e-05
MIC,2015,winter,14,20,6.65997814576e-06,8.89312596935e-06
MIC,2016,spring,8,17,3.80570179758e-06,7.55915707395e-06
MIC,2016,winter,14,12,6.65997814576e-06,5.3358755816099995e-06
MOR,2008,fall,1,235,1.16470297745e-06,0.000255813219339
MOR,2008,spring,117,145,0.000136270248361,0.00015784219916600001
MOR,2008,summer,149,178,0.00017354074364,0.000193764906563
MOR,2008,winter,5,29,5.8235148872300005e-06,3.15684398333e-05
MOR,2009,fall,19,25,2.21293565715e-05,2.72141722701e-05
MOR,2009,spring,12,16,1.39764357294e-05,1.74170702528e-05
MOR,2009,summer,25,26,2.91175744362e-05,2.83027391609e-05
MOR,2009,winter,9,11,1.0482326797000001e-05,1.19742357988e-05
MOR,2010,fall,38,53,4.4258713143e-05,5.76940452125e-05
MOR,2010,spring,8,8,9.31762381957e-06,8.70853512642e-06
MOR,2010,summer,19,28,2.21293565715e-05,3.04798729425e-05
MOR,2010,winter,5,5,5.8235148872300005e-06,5.44283445401e-06
MOR,2011,fall,72,103,8.38586143762e-05,0.00011212238975299998
MOR,2011,spring,22,37,2.56234655038e-05,4.02769749597e-05
MOR,2011,summer,59,82,6.87174756694e-05,8.92624850458e-05
MOR,2011,winter,1,2,1.16470297745e-06,2.17713378161e-06
MOR,2012,fall,135,172,0.000157234901955,0.00018723350521799998
MOR,2012,spring,20,22,2.32940595489e-05,2.39484715977e-05
MOR,2012,summer,96,101,0.00011181148583499999,0.000109945255971
MOR,2012,winter,4,6,4.65881190979e-06,6.5314013448199995e-06
MOR,2013,fall,72,103,8.38586143762e-05,0.00011212238975299998
MOR,2013,spring,22,37,2.56234655038e-05,4.02769749597e-05
MOR,2013,summer,59,82,6.87174756694e-05,8.92624850458e-05
MOR,2013,winter,1,2,1.16470297745e-06,2.17713378161e-06
MOR,2014,fall,24,18,2.79528714587e-05,1.95942040344e-05
MOR,2014,spring,4,8,4.65881190979e-06,8.70853512642e-06
MOR,2014,summer,21,24,2.44587625264e-05,2.61256053793e-05
MOR,2014,winter,3,3,3.4941089323400002e-06,3.2657006724099998e-06
MOR,2015,fall,11,109,1.28117327519e-05,0.00011865379109699999
MOR,2015,spring,6,11,6.9882178646800005e-06,1.19742357988e-05
MOR,2015,summer,12,20,1.39764357294e-05,2.17713378161e-05
MOR,2015,winter,4,4,4.65881190979e-06,4.35426756321e-06
MOR,2016,spring,1,4,1.16470297745e-06,4.35426756321e-06
MOR,2016,winter,4,3,4.65881190979e-06,3.2657006724099998e-06
NAY,2008,fall,14,21,2.58776688657e-05,3.86049281948e-05
NAY,2008,spring,4,5,7.3936196759e-06,9.1916495702e-06
NAY,2008,summer,11,13,2.03324541087e-05,2.38982888825e-05
NAY,2008,winter,16,18,2.95744787036e-05,3.30899384527e-05
NAY,2009,fall,1833,1423,0.00338812621648,0.0026159434676799997
NAY,2009,spring,53,51,9.79654607057e-05,9.3754825616e-05
NAY,2009,summer,48,63,8.87234361108e-05,0.000115814784585
NAY,2009,winter,14,28,2.58776688657e-05,5.14732375931e-05
NAY,2010,fall,9,13,1.66356442708e-05,2.38982888825e-05
NAY,2010,spring,12,9,2.21808590277e-05,1.65449692264e-05
NAY,2010,summer,11,14,2.03324541087e-05,2.57366187966e-05
NAY,2010,winter,3,3,5.54521475693e-06,5.51498974212e-06
NAY,2011,fall,33,38,6.09973623262e-05,6.98565367335e-05
NAY,2011,spring,11,17,2.03324541087e-05,3.12516085387e-05
NAY,2011,summer,10,9,1.84840491898e-05,1.65449692264e-05
NAY,2011,winter,0,5,0.0,9.1916495702e-06
NAY,2012,fall,2,1,3.69680983795e-06,1.8383299140400002e-06
NAY,2012,spring,3,0,5.54521475693e-06,0.0
NAY,2012,summer,1,2,1.84840491898e-06,3.6766598280800004e-06
NAY,2012,winter,1,1,1.84840491898e-06,1.8383299140400002e-06
NAY,2013,fall,33,38,6.09973623262e-05,6.98565367335e-05
NAY,2013,spring,11,17,2.03324541087e-05,3.12516085387e-05
NAY,2013,summer,10,9,1.84840491898e-05,1.65449692264e-05
NAY,2013,winter,0,9,0.0,1.65449692264e-05
NAY,2014,fall,8,82,1.47872393518e-05,0.000150743052951
NAY,2014,spring,4,7,7.3936196759e-06,1.28683093983e-05
NAY,2014,summer,5,6,9.24202459488e-06,1.10299794842e-05
NAY,2014,winter,2,4,3.69680983795e-06,7.353319656160001e-06
NAY,2015,fall,32,51,5.91489574072e-05,9.3754825616e-05
NAY,2015,spring,4,10,7.3936196759e-06,1.83832991404e-05
NAY,2015,summer,12,15,2.21808590277e-05,2.75749487106e-05
NAY,2015,winter,2,275,3.69680983795e-06,0.000505540726361
NAY,2016,spring,4,2,7.3936196759e-06,3.6766598280800004e-06
NAY,2016,winter,7,7,1.29388344328e-05,1.28683093983e-05
NLE,2008,fall,24,28,1.03440027412e-05,1.20003102937e-05
NLE,2008,spring,3,5,1.29300034265e-06,2.14291255245e-06
NLE,2008,summer,8,9,3.4480009137199997e-06,3.85724259442e-06
NLE,2008,winter,11,11,4.7410012563699996e-06,4.7144076154e-06
NLE,2009,fall,48,65,2.06880054823e-05,2.78578631819e-05
NLE,2009,spring,4,4,1.7240004568599998e-06,1.71433004196e-06
NLE,2009,summer,5,4,2.15500057108e-06,1.71433004196e-06
NLE,2009,winter,5,9,2.15500057108e-06,3.85724259442e-06
NLE,2010,fall,76,97,3.27560086803e-05,4.15725035176e-05
NLE,2010,spring,16,35,6.896001827439999e-06,1.50003878672e-05
NLE,2010,summer,56,43,2.4136006396e-05,1.84290479511e-05
NLE,2010,winter,5,8,2.15500057108e-06,3.42866008393e-06
NLE,2011,fall,763,227,0.000328853087146,9.72882298814e-05
NLE,2011,spring,18,41,7.75800205587e-06,1.75718829301e-05
NLE,2011,summer,35,61,1.50850039975e-05,2.61435331399e-05
NLE,2011,winter,15,26,6.4650017132300005e-06,1.11431452728e-05
NLE,2012,fall,32,51,1.37920036549e-05,2.1857708035000002e-05
NLE,2012,spring,10,29,4.31000114215e-06,1.24288928042e-05
NLE,2012,summer,23,43,9.91300262695e-06,1.84290479511e-05
NLE,2012,winter,20,29,8.6200022843e-06,1.24288928042e-05
NLE,2013,fall,192,227,8.27520219293e-05,9.72882298814e-05
NLE,2013,spring,18,41,7.75800205587e-06,1.75718829301e-05
NLE,2013,summer,35,61,1.50850039975e-05,2.61435331399e-05
NLE,2013,winter,15,26,6.4650017132300005e-06,1.11431452728e-05
NLE,2014,fall,16,7170,6.896001827439999e-06,0.0030729366002199996
NLE,2014,spring,20,41,8.6200022843e-06,1.75718829301e-05
NLE,2014,summer,25,38,1.07750028554e-05,1.62861353986e-05
NLE,2014,winter,13,24,5.6030014848e-06,1.02859802518e-05
NLE,2015,fall,109,34,4.69790124494e-05,1.45718053567e-05
NLE,2015,spring,12,16,5.17200137058e-06,6.85732016785e-06
NLE,2015,summer,10,19,4.31000114215e-06,8.14306769932e-06
NLE,2015,winter,6,9,2.58600068529e-06,3.85724259442e-06
NLE,2016,spring,8,16,3.4480009137199997e-06,6.85732016785e-06
NLE,2016,winter,18,24,7.75800205587e-06,1.02859802518e-05
OAX,2008,fall,33,30,1.81417563859e-05,1.51289439896e-05
OAX,2008,spring,14,16,7.696502709169999e-06,8.0687701278e-06
OAX,2008,summer,68,108,3.73830131588e-05,5.44641983626e-05
OAX,2008,winter,7,16,3.84825135458e-06,8.0687701278e-06
OAX,2009,fall,116,110,6.37710224474e-05,5.54727946286e-05
OAX,2009,spring,10,19,5.497501935119999e-06,9.58166452676e-06
OAX,2009,summer,45,49,2.4738758708e-05,2.47106085164e-05
OAX,2009,winter,23,36,1.26442544508e-05,1.81547327875e-05
OAX,2010,fall,40,40,2.19900077405e-05,2.01719253195e-05
OAX,2010,spring,36,53,1.97910069664e-05,2.67278010483e-05
OAX,2010,summer,41,60,2.2539757933999998e-05,3.02578879792e-05
OAX,2010,winter,15,17,8.24625290268e-06,8.57306826079e-06
OAX,2011,fall,41,50,2.2539757933999998e-05,2.52149066494e-05
OAX,2011,spring,8,18,4.3980015481e-06,9.07736639377e-06
OAX,2011,summer,48,64,2.63880092886e-05,3.22750805112e-05
OAX,2011,winter,11,11,6.04725212863e-06,5.54727946286e-06
OAX,2012,fall,89,85,4.89277672226e-05,4.28653413039e-05
OAX,2012,spring,10,12,5.497501935119999e-06,6.05157759585e-06
OAX,2012,summer,41,51,2.2539757933999998e-05,2.57192047824e-05
OAX,2012,winter,10,9,5.497501935119999e-06,4.53868319689e-06
OAX,2013,fall,41,50,2.2539757933999998e-05,2.52149066494e-05
OAX,2013,spring,8,18,4.3980015481e-06,9.07736639377e-06
OAX,2013,summer,48,64,2.63880092886e-05,3.22750805112e-05
OAX,2013,winter,11,11,6.04725212863e-06,5.54727946286e-06
OAX,2014,fall,48,59,2.63880092886e-05,2.97535898463e-05
OAX,2014,spring,17,26,9.34575328971e-06,1.31117514577e-05
OAX,2014,summer,43,52,2.3639258321e-05,2.62235029153e-05
OAX,2014,winter,6,7,3.29850116107e-06,3.53008693091e-06
OAX,2015,fall,13,18,7.146752515660001e-06,9.07736639377e-06
OAX,2015,spring,9,9,4.94775174161e-06,4.53868319689e-06
OAX,2015,summer,8,17,4.3980015481e-06,8.57306826079e-06
OAX,2015,winter,9,19,4.94775174161e-06,9.58166452676e-06
OAX,2016,spring,5,5,2.7487509675599997e-06,2.5214906649400002e-06
OAX,2016,winter,9,6,4.94775174161e-06,3.02578879792e-06
PUE,2008,fall,42,90,1.51632486177e-05,2.99005905034e-05
PUE,2008,spring,13,27,4.69338647691e-06,8.970177151030001e-06
PUE,2008,summer,12,29,4.33235674792e-06,9.63463471777e-06
PUE,2008,winter,2,2,7.22059457986e-07,6.64457566743e-07
PUE,2009,fall,15,25,5.4154459349e-06,8.30571958429e-06
PUE,2009,spring,6,9,2.16617837396e-06,2.99005905034e-06
PUE,2009,summer,12,28,4.33235674792e-06,9.3024059344e-06
PUE,2009,winter,1,1,3.61029728993e-07,3.3222878337199997e-07
PUE,2010,fall,88,97,3.17706161514e-05,3.2226191987e-05
PUE,2010,spring,8,7,2.88823783194e-06,2.3256014836e-06
PUE,2010,summer,45,35,1.62463378047e-05,1.1628007417999999e-05
PUE,2010,winter,2,3,7.22059457986e-07,9.96686350115e-07
PUE,2011,fall,25,26,9.02574322483e-06,8.637948367660001e-06
PUE,2011,spring,27,21,9.74780268281e-06,6.9768044508e-06
PUE,2011,summer,55,74,1.98566350946e-05,2.45849299695e-05
PUE,2011,winter,9,10,3.2492675609400003e-06,3.32228783372e-06
PUE,2012,fall,22,38,7.94265403785e-06,1.26246937681e-05
PUE,2012,spring,9,10,3.2492675609400003e-06,3.32228783372e-06
PUE,2012,summer,14,17,5.0544162059e-06,5.64788931732e-06
PUE,2012,winter,12,9,4.33235674792e-06,2.99005905034e-06
PUE,2013,fall,25,26,9.02574322483e-06,8.637948367660001e-06
PUE,2013,spring,27,21,9.74780268281e-06,6.9768044508e-06
PUE,2013,summer,55,74,1.98566350946e-05,2.45849299695e-05
PUE,2013,winter,9,10,3.2492675609400003e-06,3.32228783372e-06
PUE,2014,fall,21,23,7.58162430885e-06,7.64126201755e-06
PUE,2014,spring,8,10,2.88823783194e-06,3.32228783372e-06
PUE,2014,summer,25,26,9.02574322483e-06,8.637948367660001e-06
PUE,2014,winter,4,3,1.44411891597e-06,9.96686350115e-07
PUE,2015,fall,31,40,1.11919215988e-05,1.32891513349e-05
PUE,2015,spring,5,8,1.80514864497e-06,2.65783026697e-06
PUE,2015,summer,24,41,8.66471349583e-06,1.36213801182e-05
PUE,2015,winter,3,3,1.08308918698e-06,9.96686350115e-07
PUE,2016,spring,2,10,7.22059457986e-07,3.32228783372e-06
PUE,2016,winter,5,6,1.80514864497e-06,1.99337270023e-06
QUE,2008,fall,0,3,0.0,3.1889483804900003e-06
QUE,2008,spring,0,0,0.0,0.0
QUE,2008,summer,0,0,0.0,0.0
QUE,2008,winter,0,0,0.0,0.0
QUE,2009,fall,5,13,5.63578407282e-06,1.38187763155e-05
QUE,2009,spring,0,0,0.0,0.0
QUE,2009,summer,0,1,0.0,1.0629827935e-06
QUE,2009,winter,0,1,0.0,1.0629827935e-06
QUE,2010,fall,0,0,0.0,0.0
QUE,2010,spring,0,1,0.0,1.0629827935e-06
QUE,2010,summer,1,0,1.12715681456e-06,0.0
QUE,2010,winter,0,0,0.0,0.0
QUE,2011,fall,1,3,1.12715681456e-06,3.1889483804900003e-06
QUE,2011,spring,0,0,0.0,0.0
QUE,2011,summer,1,0,1.12715681456e-06,0.0
QUE,2011,winter,0,0,0.0,0.0
QUE,2012,fall,1,0,1.12715681456e-06,0.0
QUE,2012,spring,0,0,0.0,0.0
QUE,2012,summer,1,0,1.12715681456e-06,0.0
QUE,2012,winter,0,0,0.0,0.0
QUE,2013,fall,1,3,1.12715681456e-06,3.1889483804900003e-06
QUE,2013,spring,0,0,0.0,0.0
QUE,2013,summer,1,0,1.12715681456e-06,0.0
QUE,2013,winter,0,0,0.0,0.0
QUE,2014,fall,1,1,1.12715681456e-06,1.0629827935e-06
QUE,2014,spring,1,60,1.12715681456e-06,6.37789676099e-05
QUE,2014,summer,0,1,0.0,1.0629827935e-06
QUE,2014,winter,0,0,0.0,0.0
QUE,2015,fall,1,1,1.12715681456e-06,1.0629827935e-06
QUE,2015,spring,1,0,1.12715681456e-06,0.0
QUE,2015,summer,0,0,0.0,0.0
QUE,2015,winter,1,0,1.12715681456e-06,0.0
QUE,2016,spring,0,0,0.0,0.0
QUE,2016,winter,0,0,0.0,0.0
ROO,2008,fall,9,5,1.33685867918e-05,7.664503232889999e-06
ROO,2008,spring,11,13,1.63393838567e-05,1.99277084055e-05
ROO,2008,summer,9,13,1.33685867918e-05,1.99277084055e-05
ROO,2008,winter,12,7,1.78247823891e-05,1.0730304526e-05
ROO,2009,fall,22,21,3.26787677134e-05,3.21909135781e-05
ROO,2009,spring,5,10,7.42699266213e-06,1.53290064658e-05
ROO,2009,summer,8,8,1.18831882594e-05,1.22632051726e-05
ROO,2009,winter,4,11,5.94159412971e-06,1.68619071124e-05
ROO,2010,fall,8,4,1.18831882594e-05,6.13160258631e-06
ROO,2010,spring,12,11,1.78247823891e-05,1.68619071124e-05
ROO,2010,summer,23,22,3.41641662458e-05,3.37238142247e-05
ROO,2010,winter,20,14,2.97079706485e-05,2.14606090521e-05
ROO,2011,fall,50,45,7.42699266213e-05,6.8980529096e-05
ROO,2011,spring,12,12,1.78247823891e-05,1.83948077589e-05
ROO,2011,summer,35,34,5.19889486349e-05,5.21186219836e-05
ROO,2011,winter,19,19,2.82225721161e-05,2.9125112285e-05
ROO,2012,fall,22,20,3.26787677134e-05,3.06580129315e-05
ROO,2012,spring,9,5,1.33685867918e-05,7.664503232889999e-06
ROO,2012,summer,9,14,1.33685867918e-05,2.14606090521e-05
ROO,2012,winter,7,11,1.0397789726999999e-05,1.68619071124e-05
ROO,2013,fall,50,45,7.42699266213e-05,6.8980529096e-05
ROO,2013,spring,12,12,1.78247823891e-05,1.83948077589e-05
ROO,2013,summer,35,34,5.19889486349e-05,5.21186219836e-05
ROO,2013,winter,19,19,2.82225721161e-05,2.9125112285e-05
ROO,2014,fall,10,11,1.48539853243e-05,1.68619071124e-05
ROO,2014,spring,5,4,7.42699266213e-06,6.13160258631e-06
ROO,2014,summer,4,67,5.94159412971e-06,0.00010270434332100002
ROO,2014,winter,6,6,8.91239119456e-06,9.19740387946e-06
ROO,2015,fall,59,71,8.76385134131e-05,0.00010883594590700001
ROO,2015,spring,6,10,8.91239119456e-06,1.53290064658e-05
ROO,2015,summer,11,22,1.63393838567e-05,3.37238142247e-05
ROO,2015,winter,7,364,1.0397789726999999e-05,0.0005579758353539999
ROO,2016,spring,22,3,3.26787677134e-05,4.59870193973e-06
ROO,2016,winter,6,7,8.91239119456e-06,1.0730304526e-05
SIN,2008,fall,71,91,5.159130098e-05,6.53942338095e-05
SIN,2008,spring,7,3,5.0864662938e-06,2.15585386185e-06
SIN,2008,summer,6,4,4.35982825183e-06,2.8744718158e-06
SIN,2008,winter,22,37,1.59860369234e-05,2.65888642962e-05
SIN,2009,fall,42,58,3.05187977628e-05,4.16798413292e-05
SIN,2009,spring,15,11,1.08995706296e-05,7.90479749346e-06
SIN,2009,summer,9,12,6.53974237775e-06,8.623415447410001e-06
SIN,2009,winter,22,26,1.59860369234e-05,1.86840668027e-05
SIN,2010,fall,69,87,5.01380248961e-05,6.25197619937e-05
SIN,2010,spring,7,8,5.0864662938e-06,5.74894363161e-06
SIN,2010,summer,16,22,1.16262086716e-05,1.58095949869e-05
SIN,2010,winter,12,13,8.71965650366e-06,9.342033401360001e-06
SIN,2011,fall,44,63,3.19720738468e-05,4.52729310989e-05
SIN,2011,spring,8,5,5.81310433578e-06,3.59308976975e-06
SIN,2011,summer,12,14,8.71965650366e-06,1.00606513553e-05
SIN,2011,winter,11,10,7.99301846169e-06,7.1861795395100006e-06
SIN,2012,fall,9,13,6.53974237775e-06,9.342033401360001e-06
SIN,2012,spring,3,2,2.17991412592e-06,1.4372359079e-06
SIN,2012,summer,6,2,4.35982825183e-06,1.4372359079e-06
SIN,2012,winter,6,9,4.35982825183e-06,6.46756158556e-06
SIN,2013,fall,44,63,3.19720738468e-05,4.52729310989e-05
SIN,2013,spring,8,5,5.81310433578e-06,3.59308976975e-06
SIN,2013,summer,12,14,8.71965650366e-06,1.00606513553e-05
SIN,2013,winter,11,10,7.99301846169e-06,7.1861795395100006e-06
SIN,2014,fall,59,113,4.28716444764e-05,8.12038287965e-05
SIN,2014,spring,15,17,1.08995706296e-05,1.22165052172e-05
SIN,2014,summer,20,20,1.45327608394e-05,1.4372359079000003e-05
SIN,2014,winter,21,29,1.52593988814e-05,2.08399206646e-05
SIN,2015,fall,37,37,2.6885607553000003e-05,2.65888642962e-05
SIN,2015,spring,10,8,7.26638041972e-06,5.74894363161e-06
SIN,2015,summer,5,11,3.63319020986e-06,7.90479749346e-06
SIN,2015,winter,7,15,5.0864662938e-06,1.07792693093e-05
SIN,2016,spring,2,4,1.45327608394e-06,2.8744718158e-06
SIN,2016,winter,5,8,3.63319020986e-06,5.74894363161e-06
SLP,2008,fall,10,11,7.93420323938e-06,8.3009345343e-06
SLP,2008,spring,2,2,1.5868406478799998e-06,1.50926082442e-06
SLP,2008,summer,14,21,1.11078845351e-05,1.58472386564e-05
SLP,2008,winter,2,3,1.5868406478799998e-06,2.26389123663e-06
SLP,2009,fall,232,1355,0.000184073515154,0.00102252420854
SLP,2009,spring,12,16,9.52104388725e-06,1.20740865953e-05
SLP,2009,summer,45,63,3.57039145772e-05,4.75417159692e-05
SLP,2009,winter,17,17,1.34881455069e-05,1.28287170076e-05
SLP,2010,fall,16,11,1.2694725183e-05,8.3009345343e-06
SLP,2010,spring,6,10,4.76052194363e-06,7.546304122089999e-06
SLP,2010,summer,13,10,1.03144642112e-05,7.546304122089999e-06
SLP,2010,winter,4,4,3.17368129575e-06,3.01852164884e-06
SLP,2011,fall,35,50,2.77697113378e-05,3.77315206105e-05
SLP,2011,spring,6,7,4.76052194363e-06,5.28241288547e-06
SLP,2011,summer,23,23,1.82486674506e-05,1.73564994808e-05
SLP,2011,winter,8,10,6.3473625915e-06,7.546304122089999e-06
SLP,2012,fall,50,47,3.96710161969e-05,3.54676293738e-05
SLP,2012,spring,5,11,3.96710161969e-06,8.3009345343e-06
SLP,2012,summer,28,30,2.22157690703e-05,2.26389123663e-05
SLP,2012,winter,3,10,2.3802609718099997e-06,7.546304122089999e-06
SLP,2013,fall,35,50,2.77697113378e-05,3.77315206105e-05
SLP,2013,spring,6,7,4.76052194363e-06,5.28241288547e-06
SLP,2013,summer,23,23,1.82486674506e-05,1.73564994808e-05
SLP,2013,winter,8,10,6.3473625915e-06,7.546304122089999e-06
SLP,2014,fall,5,5,3.96710161969e-06,3.77315206105e-06
SLP,2014,spring,6,7,4.76052194363e-06,5.28241288547e-06
SLP,2014,summer,16,17,1.2694725183e-05,1.28287170076e-05
SLP,2014,winter,3,5,2.3802609718099997e-06,3.77315206105e-06
SLP,2015,fall,4,5,3.17368129575e-06,3.77315206105e-06
SLP,2015,spring,4,5,3.17368129575e-06,3.77315206105e-06
SLP,2015,summer,3,3,2.3802609718099997e-06,2.26389123663e-06
SLP,2015,winter,2,2,1.5868406478799998e-06,1.50926082442e-06
SLP,2016,spring,1,2,7.93420323938e-07,1.50926082442e-06
SLP,2016,winter,9,10,7.140782915439999e-06,7.546304122089999e-06
SON,2008,fall,49,77,3.65777553501e-05,5.82068656888e-05
SON,2008,spring,1,1,7.46484803062e-07,7.55933320634e-07
SON,2008,summer,1,4,7.46484803062e-07,3.0237332825299997e-06
SON,2008,winter,6,15,4.47890881837e-06,1.13389998095e-05
SON,2009,fall,21,13,1.56761808643e-05,9.82713316824e-06
SON,2009,spring,9,11,6.71836322756e-06,8.31526652697e-06
SON,2009,summer,3,6,2.23945440919e-06,4.5355999238e-06
SON,2009,winter,5,8,3.7324240153099997e-06,6.0474665650699995e-06
SON,2010,fall,133,186,9.92824788073e-05,0.00014060359763799998
SON,2010,spring,0,0,0.0,0.0
SON,2010,summer,2,2,1.49296960612e-06,1.51186664127e-06
SON,2010,winter,66,108,4.92679970021e-05,8.16407986284e-05
SON,2011,fall,56,101,4.18031489715e-05,7.6349265384e-05
SON,2011,spring,2,3,1.49296960612e-06,2.2677999619e-06
SON,2011,summer,1,4,7.46484803062e-07,3.0237332825299997e-06
SON,2011,winter,3,3,2.23945440919e-06,2.2677999619e-06
SON,2012,fall,56,63,4.18031489715e-05,4.76237991999e-05
SON,2012,spring,4,9,2.98593921225e-06,6.8033998857e-06
SON,2012,summer,2,3,1.49296960612e-06,2.2677999619e-06
SON,2012,winter,4,5,2.98593921225e-06,3.7796666031699996e-06
SON,2013,fall,56,101,4.18031489715e-05,7.6349265384e-05
SON,2013,spring,2,3,1.49296960612e-06,2.2677999619e-06
SON,2013,summer,8,7,5.9718784245e-06,5.2915332444400005e-06
SON,2013,winter,3,3,2.23945440919e-06,2.2677999619e-06
SON,2014,fall,286,479,0.00021349465367600002,0.000362092060584
SON,2014,spring,10,12,7.464848030619999e-06,9.0711998476e-06
SON,2014,summer,6,10,4.47890881837e-06,7.559333206339999e-06
SON,2014,winter,112,141,8.360629794300001e-05,0.00010658659820899998
SON,2015,fall,157,185,0.000117198114081,0.000139847664317
SON,2015,spring,30,24,2.23945440919e-05,1.81423996952e-05
SON,2015,summer,12,119,8.95781763675e-06,8.99560651554e-05
SON,2015,winter,22,22,1.64226656674e-05,1.66305330539e-05
SON,2016,spring,3,2,2.23945440919e-06,1.51186664127e-06
SON,2016,winter,5,5,3.7324240153099997e-06,3.7796666031699996e-06
TAB,2008,fall,18,28,1.63523680954e-05,2.4607921114000002e-05
TAB,2008,spring,10,11,9.084648941910001e-06,9.66739758051e-06
TAB,2008,summer,13,22,1.18100436245e-05,1.9334795161e-05
TAB,2008,winter,12,15,1.09015787303e-05,1.31828148825e-05
TAB,2009,fall,124,161,0.00011264964688,0.000141495546406
TAB,2009,spring,11,17,9.9931138361e-06,1.49405235335e-05
TAB,2009,summer,99,185,8.99380245249e-05,0.000162588050218
TAB,2009,winter,14,12,1.27185085187e-05,1.0546251906e-05
TAB,2010,fall,14,26,1.27185085187e-05,2.2850212463000003e-05
TAB,2010,spring,5,8,4.54232447096e-06,7.03083460401e-06
