0.3,l2,lbfgs,0.92750929368
0.3,l2,newton-cg,0.92750929368
0.5,l2,lbfgs,0.934014869888
0.5,l2,newton-cg,0.934014869888
1,l2,lbfgs,0.938197026022
1,l2,newton-cg,0.938197026022
