lbfgs,0.3,l2,0.7730061349693251
newton-cg,0.3,l2,0.7730061349693251
lbfgs,0.5,l2,0.7730061349693251
newton-cg,0.5,l2,0.7730061349693251
lbfgs,1,l2,0.7791411042944786
newton-cg,1,l2,0.7791411042944786
