sigmoid,0.3,0.6625412541254125
rbf,0.3,0.6815181518151815
sigmoid,0.5,0.6617161716171617
rbf,0.5,0.6806930693069307
sigmoid,1,0.655940594059406
rbf,1,0.6856435643564357
