logistic,(10,),sgd,0.9047397769516728
logistic,(10,),adam,0.9131040892193308
logistic,(10, 5),sgd,0.9047397769516728
logistic,(10, 5),adam,0.9047397769516728
relu,(10,),sgd,0.9131040892193308
relu,(10,),adam,0.9368029739776952
relu,(10, 5),sgd,0.9131040892193308
relu,(10, 5),adam,0.9414498141263941
