State,Year,Week,Men,Women,MenN,WomenN
AGU,2008,1,0,0,0.0,0.0
AGU,2008,2,0,0,0.0,0.0
AGU,2008,3,0,0,0.0,0.0
AGU,2008,4,0,0,0.0,0.0
AGU,2008,5,0,0,0.0,0.0
AGU,2008,6,0,0,0.0,0.0
AGU,2008,7,0,0,0.0,0.0
AGU,2008,8,0,0,0.0,0.0
AGU,2008,9,0,0,0.0,0.0
AGU,2008,10,0,0,0.0,0.0
AGU,2008,11,0,0,0.0,0.0
AGU,2008,12,0,0,0.0,0.0
AGU,2008,13,0,0,0.0,0.0
AGU,2008,14,0,0,0.0,0.0
AGU,2008,15,0,0,0.0,0.0
AGU,2008,16,0,0,0.0,0.0
AGU,2008,17,0,0,0.0,0.0
AGU,2008,18,0,0,0.0,0.0
AGU,2008,19,0,0,0.0,0.0
AGU,2008,20,0,0,0.0,0.0
AGU,2008,21,0,0,0.0,0.0
AGU,2008,22,0,0,0.0,0.0
AGU,2008,23,0,0,0.0,0.0
AGU,2008,24,0,0,0.0,0.0
AGU,2008,25,0,0,0.0,0.0
AGU,2008,26,0,0,0.0,0.0
AGU,2008,27,0,0,0.0,0.0
AGU,2008,28,0,0,0.0,0.0
AGU,2008,29,0,0,0.0,0.0
AGU,2008,30,0,0,0.0,0.0
AGU,2008,31,0,0,0.0,0.0
AGU,2008,32,0,0,0.0,0.0
AGU,2008,33,0,0,0.0,0.0
AGU,2008,34,0,0,0.0,0.0
AGU,2008,35,0,0,0.0,0.0
AGU,2008,36,0,0,0.0,0.0
AGU,2008,37,0,0,0.0,0.0
AGU,2008,38,0,0,0.0,0.0
AGU,2008,39,0,0,0.0,0.0
AGU,2008,40,0,0,0.0,0.0
AGU,2008,41,0,0,0.0,0.0
AGU,2008,42,0,0,0.0,0.0
AGU,2008,43,0,0,0.0,0.0
AGU,2008,44,0,0,0.0,0.0
AGU,2008,45,0,0,0.0,0.0
AGU,2008,46,0,0,0.0,0.0
AGU,2008,47,0,0,0.0,0.0
AGU,2008,48,0,0,0.0,0.0
AGU,2008,49,0,0,0.0,0.0
AGU,2008,50,0,0,0.0,0.0
AGU,2008,51,0,0,0.0,0.0
AGU,2008,52,0,0,0.0,0.0
AGU,2008,53,0,0,0.0,0.0
AGU,2009,1,0,0,0.0,0.0
AGU,2009,2,0,0,0.0,0.0
AGU,2009,3,0,0,0.0,0.0
AGU,2009,4,0,0,0.0,0.0
AGU,2009,5,0,0,0.0,0.0
AGU,2009,6,0,0,0.0,0.0
AGU,2009,7,0,0,0.0,0.0
AGU,2009,8,0,0,0.0,0.0
AGU,2009,9,0,0,0.0,0.0
AGU,2009,10,0,0,0.0,0.0
AGU,2009,11,0,0,0.0,0.0
AGU,2009,12,0,0,0.0,0.0
AGU,2009,13,0,0,0.0,0.0
AGU,2009,14,0,0,0.0,0.0
AGU,2009,15,0,0,0.0,0.0
AGU,2009,16,0,0,0.0,0.0
AGU,2009,17,0,0,0.0,0.0
AGU,2009,18,0,0,0.0,0.0
AGU,2009,19,0,0,0.0,0.0
AGU,2009,20,0,0,0.0,0.0
AGU,2009,21,0,0,0.0,0.0
AGU,2009,22,0,0,0.0,0.0
AGU,2009,23,0,0,0.0,0.0
AGU,2009,24,0,0,0.0,0.0
AGU,2009,25,0,0,0.0,0.0
AGU,2009,26,0,0,0.0,0.0
AGU,2009,27,0,0,0.0,0.0
AGU,2009,28,0,0,0.0,0.0
AGU,2009,29,0,0,0.0,0.0
AGU,2009,30,0,0,0.0,0.0
AGU,2009,31,0,0,0.0,0.0
AGU,2009,32,0,0,0.0,0.0
AGU,2009,33,0,0,0.0,0.0
AGU,2009,34,0,0,0.0,0.0
AGU,2009,35,0,0,0.0,0.0
AGU,2009,36,0,0,0.0,0.0
AGU,2009,37,0,0,0.0,0.0
AGU,2009,38,0,0,0.0,0.0
AGU,2009,39,0,0,0.0,0.0
AGU,2009,40,0,0,0.0,0.0
AGU,2009,41,0,0,0.0,0.0
AGU,2009,42,0,0,0.0,0.0
AGU,2009,43,0,0,0.0,0.0
AGU,2009,44,0,0,0.0,0.0
AGU,2009,45,0,0,0.0,0.0
AGU,2009,46,0,0,0.0,0.0
AGU,2009,47,0,0,0.0,0.0
AGU,2009,48,0,0,0.0,0.0
AGU,2009,49,0,0,0.0,0.0
AGU,2009,50,0,0,0.0,0.0
AGU,2009,51,0,0,0.0,0.0
AGU,2009,52,0,0,0.0,0.0
AGU,2010,1,0,0,0.0,0.0
AGU,2010,2,0,0,0.0,0.0
AGU,2010,3,0,0,0.0,0.0
AGU,2010,4,0,0,0.0,0.0
AGU,2010,5,0,0,0.0,0.0
AGU,2010,6,0,0,0.0,0.0
AGU,2010,7,0,0,0.0,0.0
AGU,2010,8,0,0,0.0,0.0
AGU,2010,9,0,0,0.0,0.0
AGU,2010,10,0,0,0.0,0.0
AGU,2010,11,0,0,0.0,0.0
AGU,2010,12,0,0,0.0,0.0
AGU,2010,13,0,0,0.0,0.0
AGU,2010,14,0,0,0.0,0.0
AGU,2010,15,0,0,0.0,0.0
AGU,2010,16,0,0,0.0,0.0
AGU,2010,17,0,0,0.0,0.0
AGU,2010,18,0,0,0.0,0.0
AGU,2010,19,0,0,0.0,0.0
AGU,2010,20,0,0,0.0,0.0
AGU,2010,21,0,0,0.0,0.0
AGU,2010,22,0,0,0.0,0.0
AGU,2010,23,0,0,0.0,0.0
AGU,2010,24,0,0,0.0,0.0
AGU,2010,25,0,0,0.0,0.0
AGU,2010,26,0,0,0.0,0.0
AGU,2010,27,0,0,0.0,0.0
AGU,2010,28,0,0,0.0,0.0
AGU,2010,29,0,0,0.0,0.0
AGU,2010,30,0,0,0.0,0.0
AGU,2010,31,0,0,0.0,0.0
AGU,2010,32,0,0,0.0,0.0
AGU,2010,33,0,0,0.0,0.0
AGU,2010,34,0,0,0.0,0.0
AGU,2010,35,0,0,0.0,0.0
AGU,2010,36,0,0,0.0,0.0
AGU,2010,37,0,2,0.0,3.28753792997e-06
AGU,2010,38,0,0,0.0,0.0
AGU,2010,39,0,0,0.0,0.0
AGU,2010,40,0,0,0.0,0.0
AGU,2010,41,0,0,0.0,0.0
AGU,2010,42,0,0,0.0,0.0
AGU,2010,43,0,0,0.0,0.0
AGU,2010,44,0,0,0.0,0.0
AGU,2010,45,0,0,0.0,0.0
AGU,2010,46,0,0,0.0,0.0
AGU,2010,47,0,0,0.0,0.0
AGU,2010,48,0,0,0.0,0.0
AGU,2010,49,0,0,0.0,0.0
AGU,2010,50,0,0,0.0,0.0
AGU,2010,51,0,0,0.0,0.0
AGU,2010,52,0,0,0.0,0.0
AGU,2011,1,0,0,0.0,0.0
AGU,2011,2,0,0,0.0,0.0
AGU,2011,3,0,0,0.0,0.0
AGU,2011,4,0,0,0.0,0.0
AGU,2011,5,0,0,0.0,0.0
AGU,2011,6,0,0,0.0,0.0
AGU,2011,7,0,0,0.0,0.0
AGU,2011,8,0,0,0.0,0.0
AGU,2011,9,0,0,0.0,0.0
AGU,2011,10,0,0,0.0,0.0
AGU,2011,11,0,0,0.0,0.0
AGU,2011,12,0,0,0.0,0.0
AGU,2011,13,0,0,0.0,0.0
AGU,2011,14,0,0,0.0,0.0
AGU,2011,15,0,0,0.0,0.0
AGU,2011,16,0,0,0.0,0.0
AGU,2011,17,0,0,0.0,0.0
AGU,2011,18,0,0,0.0,0.0
AGU,2011,19,0,0,0.0,0.0
AGU,2011,20,0,0,0.0,0.0
AGU,2011,21,0,0,0.0,0.0
AGU,2011,22,0,0,0.0,0.0
AGU,2011,23,0,0,0.0,0.0
AGU,2011,24,0,0,0.0,0.0
AGU,2011,25,0,0,0.0,0.0
AGU,2011,26,0,0,0.0,0.0
AGU,2011,27,0,0,0.0,0.0
AGU,2011,28,0,0,0.0,0.0
AGU,2011,29,0,0,0.0,0.0
AGU,2011,30,0,0,0.0,0.0
AGU,2011,31,0,1,0.0,1.64376896498e-06
AGU,2011,32,3,0,5.20257076363e-06,0.0
AGU,2011,33,1,0,1.73419025454e-06,0.0
AGU,2011,34,-3,1,-5.20257076363e-06,1.64376896498e-06
